# SignalP-5.0	Organism: euk	Timestamp: 20260406234044
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A5I2W3	OTHER	0.000977	0.999023	
A5I2W4	OTHER	0.000627	0.999373	
A5I2X6	SP(Sec/SPI)	0.946889	0.053111	CS pos: 28-29. VYG-KE. Pr: 0.9091
A5I2X9	OTHER	0.000284	0.999716	
A5I2Y0	OTHER	0.000229	0.999771	
A5I2Y2	SP(Sec/SPI)	0.608330	0.391670	CS pos: 28-29. VSA-YD. Pr: 0.5588
A5I2Y7	OTHER	0.000852	0.999148	
A5I2Y8	OTHER	0.000277	0.999723	
A5I2Z1	OTHER	0.000168	0.999832	
A5I2Z9	OTHER	0.002953	0.997047	
A5I300	OTHER	0.000666	0.999334	
A5I301	OTHER	0.001563	0.998437	
A5I302	OTHER	0.000447	0.999553	
A5I307	OTHER	0.000809	0.999191	
A5I308	OTHER	0.000081	0.999919	
A5I309	OTHER	0.001034	0.998966	
A5I310	OTHER	0.000908	0.999092	
A5I321	OTHER	0.000708	0.999292	
A5I337	OTHER	0.001346	0.998654	
A5I341	OTHER	0.001804	0.998196	
A5I346	OTHER	0.000403	0.999597	
A5I347	OTHER	0.000638	0.999362	
A5I348	OTHER	0.046611	0.953389	
A5I350	OTHER	0.030603	0.969397	
A5I351	OTHER	0.000173	0.999827	
A5I355	OTHER	0.002111	0.997889	
A5I356	SP(Sec/SPI)	0.848736	0.151264	CS pos: 26-27. VQA-VC. Pr: 0.4654
A5I364	OTHER	0.001548	0.998452	
A5I366	OTHER	0.000411	0.999589	
A5I368	OTHER	0.001820	0.998180	
A5I372	OTHER	0.000889	0.999111	
A5I392	OTHER	0.076061	0.923939	
A5I393	OTHER	0.000227	0.999773	
A5I398	OTHER	0.000266	0.999734	
A5I3B2	OTHER	0.000304	0.999696	
A5I3B3	OTHER	0.000681	0.999319	
A5I3B7	OTHER	0.001988	0.998012	
A5I3B8	OTHER	0.001918	0.998082	
A5I3C4	OTHER	0.000474	0.999526	
A5I3F5	OTHER	0.001464	0.998536	
A5I3H7	OTHER	0.016710	0.983290	
A5I3I2	SP(Sec/SPI)	0.978016	0.021984	CS pos: 30-31. VKA-AG. Pr: 0.8144
A5I3J1	OTHER	0.000337	0.999663	
A5I3K6	OTHER	0.001145	0.998855	
A5I3L0	OTHER	0.000326	0.999674	
A5I3M5	OTHER	0.009949	0.990051	
A5I3M8	OTHER	0.001418	0.998582	
A5I3N4	OTHER	0.000562	0.999438	
A5I3N9	OTHER	0.000485	0.999515	
A5I3P8	OTHER	0.061829	0.938171	
A5I3Q7	OTHER	0.003430	0.996570	
A5I3Q8	OTHER	0.000510	0.999490	
A5I3R7	OTHER	0.000447	0.999553	
A5I3S2	OTHER	0.018563	0.981437	
A5I3V5	OTHER	0.000489	0.999511	
A5I3X9	OTHER	0.001905	0.998095	
A5I3Y3	OTHER	0.001592	0.998408	
A5I3Y9	OTHER	0.002481	0.997519	
A5I3Z0	OTHER	0.000716	0.999284	
A5I403	OTHER	0.000400	0.999600	
A5I445	OTHER	0.001595	0.998405	
A5I446	OTHER	0.000340	0.999660	
A5I454	OTHER	0.000207	0.999793	
A5I458	OTHER	0.000590	0.999410	
A5I475	OTHER	0.002193	0.997807	
A5I476	OTHER	0.000321	0.999679	
A5I498	SP(Sec/SPI)	0.704761	0.295239	CS pos: 21-22. ALS-NI. Pr: 0.2959
A5I4D7	OTHER	0.000460	0.999540	
A5I4H3	OTHER	0.001903	0.998097	
A5I4H8	OTHER	0.021803	0.978197	
A5I4H9	OTHER	0.000851	0.999149	
A5I4I0	OTHER	0.037284	0.962716	
A5I4I2	OTHER	0.001962	0.998038	
A5I4J2	OTHER	0.000553	0.999447	
A5I4J6	OTHER	0.000587	0.999413	
A5I4J7	OTHER	0.000272	0.999728	
A5I4J9	OTHER	0.000137	0.999863	
A5I4K1	OTHER	0.410306	0.589694	
A5I4K7	OTHER	0.002670	0.997330	
A5I4K8	OTHER	0.001138	0.998862	
A5I4K9	OTHER	0.001098	0.998902	
A5I4L2	OTHER	0.000746	0.999254	
A5I4L3	OTHER	0.000954	0.999046	
A5I4L4	OTHER	0.000288	0.999712	
A5I4M0	OTHER	0.000542	0.999458	
A5I4M1	OTHER	0.050083	0.949917	
A5I4M2	OTHER	0.001309	0.998691	
A5I4M3	OTHER	0.014964	0.985036	
A5I4M4	OTHER	0.001491	0.998509	
A5I4M5	OTHER	0.001393	0.998607	
A5I4N3	OTHER	0.000403	0.999597	
A5I4N8	OTHER	0.000331	0.999669	
A5I4P6	OTHER	0.018411	0.981589	
A5I4Q2	OTHER	0.001454	0.998546	
A5I4S3	OTHER	0.000390	0.999610	
A5I4S6	OTHER	0.000785	0.999215	
A5I4S9	OTHER	0.004159	0.995841	
A5I4T2	OTHER	0.001240	0.998760	
A5I4T3	OTHER	0.000388	0.999612	
A5I4T5	OTHER	0.002861	0.997139	
A5I4T7	OTHER	0.000631	0.999369	
A5I4T8	OTHER	0.000427	0.999573	
A5I4U1	OTHER	0.000229	0.999771	
A5I4U2	OTHER	0.010557	0.989443	
A5I4U7	OTHER	0.000311	0.999689	
A5I4V2	OTHER	0.000361	0.999639	
A5I4V3	OTHER	0.000521	0.999479	
A5I4V5	OTHER	0.000205	0.999795	
A5I4V6	SP(Sec/SPI)	0.780122	0.219878	CS pos: 23-24. ILA-GC. Pr: 0.3918
A5I4V7	OTHER	0.429149	0.570851	
A5I4V8	OTHER	0.000266	0.999734	
A5I4V9	OTHER	0.000825	0.999175	
A5I4W1	OTHER	0.001821	0.998179	
A5I4W3	OTHER	0.000471	0.999529	
A5I4W4	OTHER	0.003675	0.996325	
A5I4W5	OTHER	0.001982	0.998018	
A5I4W7	OTHER	0.001407	0.998593	
A5I4X2	SP(Sec/SPI)	0.573062	0.426938	CS pos: 23-24. VTG-NT. Pr: 0.4449
A5I4Y7	OTHER	0.000659	0.999341	
A5I4Y8	OTHER	0.045722	0.954278	
A5I4Z1	OTHER	0.000391	0.999609	
A5I4Z3	OTHER	0.004895	0.995105	
A5I502	OTHER	0.001978	0.998022	
A5I506	OTHER	0.002075	0.997925	
A5I512	OTHER	0.004845	0.995155	
A5I524	OTHER	0.000179	0.999821	
A5I525	OTHER	0.136072	0.863928	
A5I532	OTHER	0.000142	0.999858	
A5I536	OTHER	0.000349	0.999651	
A5I537	OTHER	0.001729	0.998271	
A5I538	OTHER	0.000375	0.999625	
A5I546	OTHER	0.000628	0.999372	
A5I548	OTHER	0.003646	0.996354	
A5I554	OTHER	0.000562	0.999438	
A5I555	OTHER	0.000342	0.999658	
A5I556	OTHER	0.004889	0.995111	
A5I560	OTHER	0.000155	0.999845	
A5I561	OTHER	0.048259	0.951741	
A5I562	OTHER	0.001495	0.998505	
A5I568	OTHER	0.000408	0.999592	
A5I569	OTHER	0.000943	0.999057	
A5I575	OTHER	0.000377	0.999623	
A5I578	OTHER	0.000347	0.999653	
A5I579	OTHER	0.000694	0.999306	
A5I580	OTHER	0.022043	0.977957	
A5I581	OTHER	0.000515	0.999485	
A5I582	SP(Sec/SPI)	0.758054	0.241946	CS pos: 28-29. AYA-AP. Pr: 0.7312
A5I583	OTHER	0.037182	0.962818	
A5I584	OTHER	0.069779	0.930221	
A5I590	OTHER	0.000485	0.999515	
A5I592	OTHER	0.001156	0.998844	
A5I593	OTHER	0.000440	0.999560	
A5I595	OTHER	0.064927	0.935073	
A5I596	OTHER	0.000999	0.999001	
A5I597	OTHER	0.000310	0.999690	
A5I599	OTHER	0.000578	0.999422	
A5I5A0	OTHER	0.000793	0.999207	
A5I5A3	OTHER	0.000345	0.999655	
A5I5A8	OTHER	0.001257	0.998743	
A5I5C1	OTHER	0.000624	0.999376	
A5I5C9	OTHER	0.000621	0.999379	
A5I5G4	OTHER	0.001043	0.998957	
A5I5G5	OTHER	0.001043	0.998957	
A5I5G7	OTHER	0.001763	0.998237	
A5I5H1	OTHER	0.000779	0.999221	
A5I5H2	OTHER	0.000707	0.999293	
A5I5H4	OTHER	0.003046	0.996954	
A5I5H7	OTHER	0.000737	0.999263	
A5I5H8	OTHER	0.001847	0.998153	
A5I5I2	OTHER	0.000154	0.999846	
A5I5I5	OTHER	0.001207	0.998793	
A5I5J4	OTHER	0.009083	0.990917	
A5I5J7	OTHER	0.000404	0.999596	
A5I5J8	OTHER	0.000357	0.999643	
A5I5K5	OTHER	0.000433	0.999567	
A5I5K6	OTHER	0.000233	0.999767	
A5I5L3	OTHER	0.014376	0.985624	
A5I5L6	OTHER	0.001335	0.998665	
A5I5P1	OTHER	0.027307	0.972693	
A5I5P4	OTHER	0.000794	0.999206	
A5I5P5	SP(Sec/SPI)	0.987404	0.012596	CS pos: 24-25. VLA-AP. Pr: 0.9302
A5I5P9	OTHER	0.000639	0.999361	
A5I5Q0	OTHER	0.000769	0.999231	
A5I5Q7	OTHER	0.000332	0.999668	
A5I5R0	OTHER	0.000716	0.999284	
A5I5R2	OTHER	0.001491	0.998509	
A5I5R6	OTHER	0.000159	0.999841	
A5I5R8	SP(Sec/SPI)	0.813816	0.186184	CS pos: 35-36. AKA-SD. Pr: 0.4121
A5I5S0	OTHER	0.000419	0.999581	
A5I5S4	OTHER	0.031780	0.968220	
A5I5S5	OTHER	0.004950	0.995050	
A5I5S6	OTHER	0.001070	0.998930	
A5I5V1	OTHER	0.001946	0.998054	
A5I5V5	OTHER	0.000804	0.999196	
A5I5V8	OTHER	0.006401	0.993599	
A5I5W3	OTHER	0.000448	0.999552	
A5I5W4	OTHER	0.001370	0.998630	
A5I5X0	OTHER	0.001124	0.998876	
A5I622	OTHER	0.001074	0.998926	
A5I625	OTHER	0.000641	0.999359	
A5I628	OTHER	0.000586	0.999414	
A5I629	OTHER	0.000558	0.999442	
A5I634	OTHER	0.000536	0.999464	
A5I636	OTHER	0.006577	0.993423	
A5I637	OTHER	0.000742	0.999258	
A5I638	OTHER	0.006671	0.993329	
A5I643	OTHER	0.002279	0.997721	
A5I648	OTHER	0.000199	0.999801	
A5I649	OTHER	0.000484	0.999516	
A5I655	OTHER	0.001666	0.998334	
A5I659	SP(Sec/SPI)	0.988494	0.011506	CS pos: 25-26. ALA-KD. Pr: 0.9438
A5I660	OTHER	0.000068	0.999932	
A5I664	OTHER	0.000859	0.999141	
A5I667	OTHER	0.003409	0.996591	
A5I669	OTHER	0.002973	0.997027	
A5I670	OTHER	0.000531	0.999469	
A5I673	OTHER	0.018040	0.981960	
A5I676	OTHER	0.000206	0.999794	
A5I677	OTHER	0.000912	0.999088	
A5I678	OTHER	0.008891	0.991109	
A5I679	OTHER	0.010669	0.989331	
A5I681	SP(Sec/SPI)	0.780147	0.219853	CS pos: 26-27. TQS-AE. Pr: 0.4079
A5I682	OTHER	0.002514	0.997486	
A5I683	OTHER	0.000192	0.999808	
A5I692	OTHER	0.005529	0.994471	
A5I693	OTHER	0.000455	0.999545	
A5I6D6	OTHER	0.000440	0.999560	
A5I6E0	OTHER	0.000625	0.999375	
A5I6E3	OTHER	0.020525	0.979475	
A5I6E4	OTHER	0.318716	0.681284	
A5I6F0	OTHER	0.000510	0.999490	
A5I6G0	OTHER	0.003245	0.996755	
A5I6G1	OTHER	0.001594	0.998406	
A5I6G8	OTHER	0.000327	0.999673	
A5I6H0	OTHER	0.000934	0.999066	
A5I6H1	OTHER	0.000701	0.999299	
A5I6H3	OTHER	0.001270	0.998730	
A5I6H6	OTHER	0.420295	0.579705	
A5I6J3	OTHER	0.019338	0.980662	
A5I6J5	OTHER	0.000985	0.999015	
A5I6J6	OTHER	0.000620	0.999380	
A5I6K0	OTHER	0.001579	0.998421	
A5I6K9	OTHER	0.000311	0.999689	
A5I6L5	OTHER	0.000263	0.999737	
A5I6L6	OTHER	0.000921	0.999079	
A5I6L7	OTHER	0.000750	0.999250	
A5I6M3	OTHER	0.001586	0.998414	
A5I6N0	SP(Sec/SPI)	0.980078	0.019922	CS pos: 22-23. ALA-GC. Pr: 0.7240
A5I6N5	OTHER	0.000289	0.999711	
A5I6P1	OTHER	0.000976	0.999024	
A5I6P2	OTHER	0.000643	0.999357	
A5I6Q4	OTHER	0.000458	0.999542	
A5I6Q8	OTHER	0.162230	0.837770	
A5I6R1	OTHER	0.010798	0.989202	
A5I6S9	OTHER	0.002430	0.997570	
A5I6T0	OTHER	0.036735	0.963265	
A5I6T1	OTHER	0.000525	0.999475	
A5I6T8	OTHER	0.006659	0.993341	
A5I6U4	OTHER	0.003752	0.996248	
A5I6U7	OTHER	0.000675	0.999325	
A5I6V7	OTHER	0.000872	0.999128	
A5I6V9	OTHER	0.028263	0.971737	
A5I6W8	OTHER	0.001405	0.998595	
A5I6X0	OTHER	0.000753	0.999247	
A5I6Z2	OTHER	0.008425	0.991575	
A5I6Z3	OTHER	0.000199	0.999801	
A5I6Z4	OTHER	0.000616	0.999384	
A5I6Z8	OTHER	0.000487	0.999513	
A5I700	OTHER	0.000611	0.999389	
A5I719	OTHER	0.049748	0.950252	
A5I724	OTHER	0.001900	0.998100	
A5I728	OTHER	0.000232	0.999768	
A5I731	OTHER	0.000486	0.999514	
A5I733	OTHER	0.000511	0.999489	
A5I737	OTHER	0.000438	0.999562	
A5I745	OTHER	0.000730	0.999270	
A5I747	OTHER	0.005423	0.994577	
A5I754	OTHER	0.000584	0.999416	
A5I756	OTHER	0.000493	0.999507	
A5I757	OTHER	0.000655	0.999345	
A5I762	OTHER	0.000212	0.999788	
A5I773	OTHER	0.004404	0.995596	
A5I774	OTHER	0.000194	0.999806	
A5I781	OTHER	0.001256	0.998744	
A5I784	OTHER	0.000801	0.999199	
A5I797	OTHER	0.001570	0.998430	
A5I799	OTHER	0.000346	0.999654	
A5I7A0	OTHER	0.000420	0.999580	
A5I7A1	OTHER	0.000530	0.999470	
A5I7A2	OTHER	0.151142	0.848858	
A5I7A4	OTHER	0.006595	0.993405	
A5I7A5	OTHER	0.000444	0.999556	
A5I7A8	OTHER	0.014802	0.985198	
A5I7B4	OTHER	0.000922	0.999078	
A5I7B5	OTHER	0.000635	0.999365	
A5I7C0	OTHER	0.001267	0.998733	
A5I7C5	OTHER	0.001084	0.998916	
A5I7D0	OTHER	0.000434	0.999566	
A5I7E0	OTHER	0.002391	0.997609	
A5I7F1	OTHER	0.000302	0.999698	
A5I7F3	OTHER	0.000249	0.999751	
A5I7F6	OTHER	0.000224	0.999776	
A5I7F9	OTHER	0.001112	0.998888	
A5I7G0	OTHER	0.001274	0.998726	
A5I7H0	OTHER	0.000822	0.999178	
A5I7H1	OTHER	0.000685	0.999315	
A5I7H3	OTHER	0.000222	0.999778	
A5I7H4	OTHER	0.000749	0.999251	
A5I7H6	OTHER	0.000237	0.999763	
A5I7H8	OTHER	0.001184	0.998816	
A5I7H9	OTHER	0.001143	0.998857	
A5I7I0	OTHER	0.000714	0.999286	
A5I7I1	OTHER	0.003805	0.996195	
A5I7I2	OTHER	0.000781	0.999219	
A5I7I6	OTHER	0.069309	0.930691	
A5I7I7	OTHER	0.001062	0.998938	
A5I7I8	OTHER	0.000747	0.999253	
A5I7I9	OTHER	0.000452	0.999548	
A5I7J0	OTHER	0.000718	0.999282	
A5I7J1	OTHER	0.002117	0.997883	
A5I7J2	OTHER	0.000778	0.999222	
A5I7J3	OTHER	0.001070	0.998930	
A5I7J4	OTHER	0.000538	0.999462	
A5I7J5	OTHER	0.000429	0.999571	
A5I7J6	OTHER	0.001029	0.998971	
A5I7J7	OTHER	0.000304	0.999696	
A5I7J8	OTHER	0.000330	0.999670	
A5I7J9	OTHER	0.001908	0.998092	
A5I7K0	OTHER	0.000685	0.999315	
A5I7K1	OTHER	0.000835	0.999165	
A5I7K2	OTHER	0.000275	0.999725	
A5I7K3	OTHER	0.000341	0.999659	
A5I7K4	OTHER	0.000913	0.999087	
A5I7K5	OTHER	0.000427	0.999573	
A5I7K6	OTHER	0.001412	0.998588	
A5I7K7	OTHER	0.000397	0.999603	
A5I7K9	OTHER	0.000961	0.999039	
A5I7L0	OTHER	0.000394	0.999606	
A5I7L1	OTHER	0.001665	0.998335	
A5I7L5	OTHER	0.000900	0.999100	
A5I7L6	OTHER	0.000441	0.999559	
A5I7L7	OTHER	0.000503	0.999497	
A5I7L8	OTHER	0.007118	0.992882	
A5I7L9	OTHER	0.000448	0.999552	
A5I7M0	OTHER	0.000292	0.999708	
A5I7M1	OTHER	0.006714	0.993286	
A5I7M7	OTHER	0.000323	0.999677	
A5I7N0	OTHER	0.001009	0.998991	
A5I7N5	OTHER	0.000567	0.999433	
A5I7N7	OTHER	0.000351	0.999649	
A5I7P1	OTHER	0.002594	0.997406	
A5I7P5	OTHER	0.000149	0.999851	
A5I7P7	OTHER	0.014349	0.985651	
A5I7P9	OTHER	0.000839	0.999161	
A5I7Q2	OTHER	0.000317	0.999683	
A5I7Q8	OTHER	0.000574	0.999426	
A5I7Q9	OTHER	0.000335	0.999665	
A5I7R3	SP(Sec/SPI)	0.976324	0.023676	CS pos: 23-24. TAC-DM. Pr: 0.7505
A5I7R4	OTHER	0.001868	0.998132	
A5I7R7	OTHER	0.001805	0.998195	
A5I7R8	OTHER	0.000435	0.999565	
A5I7S8	OTHER	0.013109	0.986891	
A5I7T3	OTHER	0.009552	0.990448	
A5I7T6	OTHER	0.003825	0.996175	
A5I7T8	OTHER	0.000486	0.999514	
A5I7V6	OTHER	0.000453	0.999547	
A5I7W8	OTHER	0.000230	0.999770	
A5I7X0	OTHER	0.001663	0.998337	
A5I7X1	OTHER	0.000363	0.999637	
A5I7X2	OTHER	0.000184	0.999816	
A5I7X3	OTHER	0.002155	0.997845	
A5I7X5	OTHER	0.004522	0.995478	
A5I7X7	OTHER	0.000481	0.999519	
A5I7Z2	OTHER	0.000239	0.999761	
A5I7Z4	OTHER	0.000183	0.999817	
A5I7Z5	OTHER	0.000574	0.999426	
A5I7Z6	OTHER	0.000340	0.999660	
A5I7Z9	OTHER	0.001017	0.998983	
A5I800	OTHER	0.001271	0.998729	
A5I801	OTHER	0.000820	0.999180	
A5I806	OTHER	0.002547	0.997453	
A5I814	OTHER	0.000906	0.999094	
A5I815	OTHER	0.009914	0.990086	
A5I817	OTHER	0.000497	0.999503	
A5I818	OTHER	0.002141	0.997859	
A5I819	OTHER	0.005637	0.994363	
A5I820	OTHER	0.000288	0.999712	
A5I821	OTHER	0.007232	0.992768	
A5I822	OTHER	0.001090	0.998910	
A5HXP9	OTHER	0.000973	0.999027	
A5HXQ1	OTHER	0.000732	0.999268	
A5HXQ4	OTHER	0.000174	0.999826	
A5HXQ5	OTHER	0.000331	0.999669	
A5HXQ6	OTHER	0.000901	0.999099	
A5HXQ7	OTHER	0.001915	0.998085	
A5HXQ8	SP(Sec/SPI)	0.916644	0.083356	CS pos: 25-26. IHT-KK. Pr: 0.6454
A5HXQ9	OTHER	0.109170	0.890830	
A5HXR0	OTHER	0.001308	0.998692	
A5HXR5	SP(Sec/SPI)	0.947471	0.052529	CS pos: 22-23. VFA-AW. Pr: 0.8626
A5HXR6	OTHER	0.000502	0.999498	
A5HXR7	OTHER	0.002735	0.997265	
A5HXR8	OTHER	0.025633	0.974367	
A5HXR9	OTHER	0.006071	0.993929	
A5HXS1	OTHER	0.006552	0.993448	
A5HXS2	OTHER	0.012297	0.987703	
A5HXS3	OTHER	0.000344	0.999656	
A5HXS9	OTHER	0.000437	0.999563	
A5HXT0	OTHER	0.003177	0.996823	
A5HXT1	OTHER	0.000964	0.999036	
A5HXT3	OTHER	0.000619	0.999381	
A5HXT4	OTHER	0.003814	0.996186	
A5HXT5	OTHER	0.000805	0.999195	
A5HXT6	SP(Sec/SPI)	0.962439	0.037561	CS pos: 20-21. TRG-IF. Pr: 0.5793
A5HXT7	OTHER	0.000767	0.999233	
A5HXT8	OTHER	0.000960	0.999040	
A5HXT9	OTHER	0.000389	0.999611	
A5HXU0	OTHER	0.000394	0.999606	
A5HXU2	OTHER	0.000363	0.999637	
A5HXU3	OTHER	0.000297	0.999703	
A5HXU5	OTHER	0.001138	0.998862	
A5HXU6	OTHER	0.000592	0.999408	
A5HXU7	OTHER	0.000587	0.999413	
A5HXU8	OTHER	0.001557	0.998443	
A5HXU9	OTHER	0.000786	0.999214	
A5HXV0	OTHER	0.000451	0.999549	
A5HXV2	OTHER	0.001019	0.998981	
A5HXV4	OTHER	0.000598	0.999402	
A5HXV5	OTHER	0.002281	0.997719	
A5HXV6	OTHER	0.020981	0.979019	
A5HXV7	OTHER	0.000466	0.999534	
A5HXW0	OTHER	0.001182	0.998818	
A5HXW1	OTHER	0.000233	0.999767	
A5HXW4	OTHER	0.007275	0.992725	
A5HXW5	SP(Sec/SPI)	0.877603	0.122397	CS pos: 23-24. SGC-KK. Pr: 0.5309
A5HXW6	OTHER	0.001129	0.998871	
A5HXW7	SP(Sec/SPI)	0.615393	0.384607	CS pos: 20-21. VFS-GN. Pr: 0.2964
A5HXW8	OTHER	0.098726	0.901274	
A5HXX1	OTHER	0.000240	0.999760	
A5HXX3	OTHER	0.015403	0.984597	
A5HXX4	OTHER	0.001001	0.998999	
A5HXX6	OTHER	0.011478	0.988522	
A5HXX9	OTHER	0.000724	0.999276	
A5HXY0	OTHER	0.062783	0.937217	
A5HXY1	SP(Sec/SPI)	0.982952	0.017048	CS pos: 23-24. VTG-CN. Pr: 0.4165
A5HXY2	OTHER	0.067631	0.932369	
A5HXY3	OTHER	0.000675	0.999325	
A5HXY4	OTHER	0.014723	0.985277	
A5HXY6	OTHER	0.002524	0.997476	
A5HXY7	OTHER	0.000606	0.999394	
A5HXY8	OTHER	0.002204	0.997796	
A5HXY9	OTHER	0.165174	0.834826	
A5HXZ0	OTHER	0.032521	0.967479	
A5HXZ1	OTHER	0.000633	0.999367	
A5HXZ3	OTHER	0.000864	0.999136	
A5HXZ4	OTHER	0.000960	0.999040	
A5HXZ5	OTHER	0.042406	0.957594	
A5HXZ7	OTHER	0.000690	0.999310	
A5HXZ8	OTHER	0.000932	0.999068	
A5HY01	OTHER	0.000576	0.999424	
A5HY02	OTHER	0.000417	0.999583	
A5HY03	OTHER	0.000453	0.999547	
A5HY04	OTHER	0.050896	0.949104	
A5HY05	OTHER	0.001332	0.998668	
A5HY06	OTHER	0.000290	0.999710	
A5HY07	OTHER	0.000170	0.999830	
A5HY08	OTHER	0.000232	0.999768	
A5HY09	OTHER	0.000099	0.999901	
A5HY10	OTHER	0.004251	0.995749	
A5HY11	OTHER	0.001007	0.998993	
A5HY12	OTHER	0.000365	0.999635	
A5HY13	OTHER	0.000357	0.999643	
A5HY14	OTHER	0.000477	0.999523	
A5HY18	OTHER	0.012838	0.987162	
A5HY19	OTHER	0.000280	0.999720	
A5HY20	OTHER	0.009451	0.990549	
A5HY21	SP(Sec/SPI)	0.980299	0.019701	CS pos: 21-22. TGC-WD. Pr: 0.6139
A5HY22	OTHER	0.300639	0.699361	
A5HY23	SP(Sec/SPI)	0.585227	0.414773	CS pos: 17-18. IHA-AE. Pr: 0.4587
A5HY24	OTHER	0.298685	0.701315	
A5HY25	OTHER	0.004516	0.995484	
A5HY26	OTHER	0.005724	0.994276	
A5HY27	OTHER	0.000792	0.999208	
A5HY29	OTHER	0.002072	0.997928	
A5HY33	OTHER	0.001826	0.998174	
A5HY36	OTHER	0.002316	0.997684	
A5HY37	OTHER	0.224000	0.776000	
A5HY39	OTHER	0.007476	0.992524	
A5HY42	OTHER	0.000769	0.999231	
A5HY45	OTHER	0.000901	0.999099	
A5HY54	OTHER	0.378128	0.621872	
A5HY56	OTHER	0.121466	0.878534	
A5HY57	OTHER	0.139473	0.860527	
A5HY58	OTHER	0.000270	0.999730	
A5HY60	OTHER	0.000814	0.999186	
A5HY61	OTHER	0.001233	0.998767	
A5HY64	OTHER	0.000346	0.999654	
A5HY65	OTHER	0.001067	0.998933	
A5HY69	OTHER	0.468787	0.531213	
A5HY70	OTHER	0.000144	0.999856	
A5HY72	OTHER	0.000286	0.999714	
A5HY73	OTHER	0.001727	0.998273	
A5HY74	OTHER	0.001037	0.998963	
A5HY75	OTHER	0.000537	0.999463	
A5HY76	OTHER	0.078905	0.921095	
A5HY77	OTHER	0.000900	0.999100	
A5HY78	OTHER	0.000531	0.999469	
A5HY80	OTHER	0.378818	0.621182	
A5HY81	OTHER	0.051748	0.948252	
A5HY82	OTHER	0.000690	0.999310	
A5HY83	OTHER	0.001552	0.998448	
A5HY84	OTHER	0.000362	0.999638	
A5HY85	OTHER	0.000141	0.999859	
A5HY86	OTHER	0.000730	0.999270	
A5HY87	OTHER	0.000948	0.999052	
A5HY88	OTHER	0.124553	0.875447	
A5HY89	OTHER	0.000683	0.999317	
A5HY90	OTHER	0.000408	0.999592	
A5HY92	OTHER	0.001058	0.998942	
A5HY94	OTHER	0.050789	0.949211	
A5HY95	OTHER	0.000225	0.999775	
A5HY96	OTHER	0.000686	0.999314	
A5HYA0	OTHER	0.001090	0.998910	
A5HYA1	OTHER	0.000379	0.999621	
A5HYA4	OTHER	0.049405	0.950595	
A5HYA5	OTHER	0.069579	0.930421	
A5HYA7	OTHER	0.122828	0.877172	
A5HYA8	OTHER	0.020288	0.979712	
A5HYA9	OTHER	0.000678	0.999322	
A5HYB1	OTHER	0.000550	0.999450	
A5HYB2	SP(Sec/SPI)	0.953008	0.046992	CS pos: 25-26. CGS-KD. Pr: 0.2847
A5HYB3	OTHER	0.001064	0.998936	
A5HYB4	OTHER	0.000408	0.999592	
A5HYB5	OTHER	0.116619	0.883381	
A5HYB6	SP(Sec/SPI)	0.989600	0.010400	CS pos: 25-26. VYA-FN. Pr: 0.9243
A5HYB8	OTHER	0.000238	0.999762	
A5HYC8	OTHER	0.066594	0.933406	
A5HYC9	OTHER	0.001301	0.998699	
A5HYD0	OTHER	0.001084	0.998916	
A5HYD1	OTHER	0.002298	0.997702	
A5HYD2	OTHER	0.001778	0.998222	
A5HYD4	OTHER	0.000332	0.999668	
A5HYD6	OTHER	0.000367	0.999633	
A5HYD7	OTHER	0.011170	0.988830	
A5HYD8	OTHER	0.174612	0.825388	
A5HYE0	OTHER	0.004276	0.995724	
A5HYE3	OTHER	0.002026	0.997974	
A5HYE4	OTHER	0.000773	0.999227	
A5HYE5	OTHER	0.000433	0.999567	
A5HYE6	OTHER	0.001732	0.998268	
A5HYE7	OTHER	0.001986	0.998014	
A5HYE8	OTHER	0.120343	0.879657	
A5HYE9	OTHER	0.000504	0.999496	
A5HYF0	OTHER	0.005129	0.994871	
A5HYF1	OTHER	0.001266	0.998734	
A5HYF2	OTHER	0.000867	0.999133	
A5HYF3	OTHER	0.002321	0.997679	
A5HYF4	OTHER	0.334781	0.665219	
A5HYF5	OTHER	0.064455	0.935545	
A5HYF6	OTHER	0.382738	0.617262	
A5HYF9	OTHER	0.001455	0.998545	
A5HYG1	OTHER	0.031341	0.968659	
A5HYG2	OTHER	0.000380	0.999620	
A5HYG3	OTHER	0.000492	0.999508	
A5HYG4	OTHER	0.000968	0.999032	
A5HYG7	OTHER	0.000754	0.999246	
A5HYG8	OTHER	0.001759	0.998241	
A5HYH0	OTHER	0.017044	0.982956	
A5HYH2	OTHER	0.000823	0.999177	
A5HYH3	OTHER	0.000423	0.999577	
A5HYH4	OTHER	0.001424	0.998576	
A5HYH5	OTHER	0.002847	0.997153	
A5HYH6	OTHER	0.000326	0.999674	
A5HYH7	OTHER	0.134218	0.865782	
A5HYH8	OTHER	0.015947	0.984053	
A5HYH9	OTHER	0.003241	0.996759	
A5HYI0	OTHER	0.000374	0.999626	
A5HYI1	OTHER	0.002072	0.997928	
A5HYI3	OTHER	0.001975	0.998025	
A5HYI4	OTHER	0.002645	0.997355	
A5HYI5	OTHER	0.001380	0.998620	
A5HYI6	OTHER	0.001052	0.998948	
A5HYJ0	OTHER	0.001590	0.998410	
A5HYJ1	OTHER	0.000714	0.999286	
