SEQENCE ID                     TM SP PREDICTION
A5I5V8                          0  0 o
A5I5W3                          0  0 o
A5I5W4                          0  0 o
A5I5X0                          0  0 o
A5I622                          0  0 o
A5I625                          0  0 o
A5I628                          6  0 o27-44i51-71o91-112i133-153o173-198i210-231o
A5I629                          0  0 o
A5I634                          0  0 o
A5I636                          0  0 o
A5I637                          0  0 o
A5I638                          0  0 o
A5I643                          0  0 o
A5I648                          0  0 i
A5I649                          0  0 o
A5I655                          0  0 o
A5I659                          1  Y n8-19c25/26o385-404i
A5I660                          0  0 o
A5I664                          0  0 o
A5I667                          0  0 o
A5I669                          0  0 o
A5I670                          0  0 o
A5I673                          6  0 i7-32o44-63i75-99o105-126i147-168o174-190i
A5I676                          0  0 i
A5I677                          0  0 o
A5I678                          0  0 o
A5I679                          1  0 i12-32o
A5I681                          0  Y n8-22c26/27o
A5I682                          0  0 o
A5I683                          0  0 o
A5I692                          0  0 o
A5I693                          0  0 o
A5I6D6                          0  0 o
A5I6E0                          1  0 o523-541i
A5I6E3                          6  0 i10-27o125-142i149-170o176-200i227-245o251-277i
A5I6E4                          5  Y n14-25c30/31o252-272i277-297o303-324i345-370o376-400i
A5I6F0                          0  0 o
A5I6G0                          0  0 o
A5I6G1                          0  0 o
A5I6G8                          0  0 o
A5I6H0                          0  0 o
A5I6H1                          0  0 o
A5I6H3                          0  0 o
A5I6H6                         13  Y n11-19c24/25o48-68i88-114o134-152i159-178o184-204i231-253o273-294i306-325o345-365i386-405o411-428i440-461o476-498i
A5I6J3                          0  Y n7-18c23/24o
A5I6J5                          0  0 o
A5I6J6                          0  0 i
A5I6K0                          0  0 o
A5I6K9                          0  0 o
A5I6L5                          0  0 i
A5I6L6                          0  0 i
A5I6L7                          0  0 i
A5I6M3                          0  0 o
A5I6N0                          0  Y n6-17c22/23o
A5I6N5                          0  0 o
A5I6P1                          0  0 o
A5I6P2                          0  0 o
A5I6Q4                          0  0 o
A5I6Q8                          1  0 o6-24i
A5I6R1                          0  0 o
A5I6S9                          0  0 o
A5I6T0                          0  0 o
A5I6T1                          0  0 o
A5I6T8                          7  0 o12-33i45-67o87-104i111-129o170-189i196-213o225-248i
A5I6U4                          0  0 o
A5I6U7                          0  0 o
A5I6V7                          0  0 o
A5I6V9                          1  0 o6-24i
A5I6W8                          0  0 o
A5I6X0                          0  0 o
A5I6Z2                          0  0 o
A5I6Z3                          0  0 o
A5I6Z4                          0  0 o
A5I6Z8                          0  0 o
A5I700                          0  0 o
A5I719                         12  0 i12-29o41-68i80-98o118-136i148-174o194-210i222-245o265-288i309-330o336-357i369-390o402-423i
A5I724                          0  0 o
A5I728                          0  0 o
A5I731                          0  0 i
A5I733                          0  0 o
A5I737                          0  0 o
A5I745                          0  0 o
A5I747                          0  0 o
A5I754                          0  0 o
A5I756                          0  0 o
A5I757                          0  0 o
A5I762                          0  0 o
A5I773                          2  0 i12-37o170-188i
A5I774                          0  0 o
A5I781                          0  0 o
A5I784                         10  0 i32-54o74-96i103-120o132-155i176-199o219-239i246-263o283-303i340-369o389-409i
A5I797                          0  0 o
A5I799                          0  0 o
A5I7A0                          0  0 o
A5I7A1                          2  0 o16-35i42-63o
A5I7A2                          0  Y n3-12c17/18o
A5I7A4                          0  0 o
A5I7A5                          0  0 o
A5I7A8                          1  0 i12-33o
A5I7B4                          4  0 i23-46o172-198i219-244o264-290i
A5I7B5                          0  0 o
A5I7C0                          0  0 o
A5I7C5                          0  0 o
A5I7D0                          0  0 i
A5I7E0                          6  0 i162-181o187-207i214-235o241-261i273-295o315-334i
A5I7F1                          0  0 o
A5I7F3                          0  0 o
A5I7F6                          3  0 o14-32i44-61o67-85i
A5I7F9                          0  0 o
A5I7G0                          0  0 o
A5I7H0                          0  0 o
A5I7H1                          0  0 i
A5I7H3                          6  0 o22-39i46-67o73-95i107-130o150-168i247-266o
A5I7H4                          0  0 o
A5I7H6                          0  0 i
A5I7H8                          0  0 o
A5I7H9                          0  0 i
A5I7I0                          0  0 o
A5I7I1                          0  0 i
A5I7I2                          0  0 o
A5I7I6                         10  0 i18-36o68-92i112-132o144-163i175-197o209-228i262-284o304-327i365-384o390-408i
A5I7I7                          0  0 o
A5I7I8                          0  0 i
A5I7I9                          0  0 o
A5I7J0                          0  0 i
A5I7J1                          0  0 o
A5I7J2                          0  0 o
A5I7J3                          0  0 i
A5I7J4                          0  0 i
A5I7J5                          0  0 i
A5I7J6                          0  0 o
A5I7J7                          0  0 i
A5I7J8                          0  0 i
A5I7J9                          0  0 i
A5I7K0                          0  0 o
A5I7K1                          0  0 o
A5I7K2                          0  0 i
A5I7K3                          0  0 o
A5I7K4                          0  0 o
A5I7K5                          0  0 o
A5I7K6                          0  0 i
A5I7K7                          0  0 i
A5I7K9                          0  0 o
A5I7L0                          0  0 i
A5I7L1                          0  0 o
A5I7L5                          0  0 o
A5I7L6                          0  0 o
A5I7L7                          0  0 o
A5I7L8                          0  0 i
A5I7L9                          0  0 o
A5I7M0                          1  0 i47-65o
A5I7M1                          0  0 o
A5I7M7                          0  0 o
A5I7N0                          0  0 o
A5I7N5                          0  0 o
A5I7N7                          0  0 o
A5I7P1                          0  0 o
A5I7P5                          0  0 o
A5I7P7                          0  0 o
A5I7P9                          0  0 o
A5I7Q2                          0  0 o
A5I7Q8                          0  0 i
A5I7Q9                          0  0 o
A5I7R3                          0  Y n7-18c23/24o
A5I7R4                          0  0 o
A5I7R7                          2  0 o6-32i172-191o
A5I7R8                          0  0 o
A5I7S8                          0  0 o
A5I7T3                          2  0 i201-219o225-244i
A5I7T6                          0  0 o
A5I7T8                          0  0 o
A5I7V6                          0  0 o
A5I7W8                          0  0 o
A5I7X0                          0  0 o
A5I7X1                          0  0 o
A5I7X2                          0  0 o
A5I7X3                          0  0 o
A5I7X5                          0  0 o
A5I7X7                          0  0 o
A5I7Z2                          0  0 o
A5I7Z4                          0  0 o
A5I7Z5                          0  0 o
A5I7Z6                          2  0 i12-29o35-51i
A5I7Z9                          0  0 i
A5I800                          0  0 o
A5I801                          0  0 o
A5I806                          0  0 o
A5I814                          0  0 o
A5I815                          0  0 o
A5I817                          0  0 o
A5I818                          4  0 o28-50i93-116o138-158i170-194o
A5I819                          0  0 o
A5I820                          0  0 i
A5I821                          0  0 i
A5I822                          0  0 o
A5HXP9                          0  0 o
A5HXQ1                          0  0 o
A5HXQ4                          0  0 o
A5HXQ5                          0  0 i
A5HXQ6                          0  0 o
A5HXQ7                          7  0 i7-29o49-69i94-116o151-173i202-225o245-266i273-294o
A5HXQ8                          0  Y n7-18c25/26o
A5HXQ9                          0  0 o
A5HXR0                          0  0 o
A5HXR5                          0  Y n6-17c22/23o
A5HXR6                          0  0 o
A5HXR7                          7  0 o17-35i56-75o105-130i151-171o177-197i209-226o246-268i
A5HXR8                          6  0 i16-35o67-89i110-136o165-185i197-218o238-262i
A5HXR9                          6  0 i20-39o59-85i116-139o165-189i201-223o243-262i
A5HXS1                          2  0 i472-492o504-527i
A5HXS2                          0  0 o
A5HXS3                          0  0 o
A5HXS9                          0  0 o
A5HXT0                          3  0 o6-23i30-50o56-82i
A5HXT1                          0  0 o
A5HXT3                          0  0 o
A5HXT4                          0  0 o
A5HXT5                          0  0 o
A5HXT6                         11  Y n2-12c17/18o37-59i66-82o88-108i115-136o156-178i199-221o237-257i262-281o287-307i319-342o348-369i
A5HXT7                          0  0 o
A5HXT8                          0  0 o
A5HXT9                          0  0 o
A5HXU0                          1  0 i62-85o
A5HXU2                          0  0 o
A5HXU3                          0  0 o
A5HXU5                          0  0 o
A5HXU6                          4  0 i131-150o170-189i255-275o287-307i
A5HXU7                          2  0 i12-31o47-65i
A5HXU8                          0  0 o
A5HXU9                          0  0 o
A5HXV0                          0  0 o
A5HXV2                          0  0 o
A5HXV4                          0  0 o
A5HXV5                          0  0 i
A5HXV6                          0  0 o
A5HXV7                          0  0 o
A5HXW0                          0  0 o
A5HXW1                          0  0 o
A5HXW4                          1  0 o24-44i
A5HXW5                          0  Y n6-13c21/22o
A5HXW6                          0  0 i
A5HXW7                          5  0 o6-26i38-58o88-112i133-153o165-187i
A5HXW8                          5  0 i7-26o38-59i71-91o119-138i150-171o
A5HXX1                          1  0 i55-74o
A5HXX3                          2  0 o6-26i479-498o
A5HXX4                          0  0 o
A5HXX6                          1  0 i20-37o
A5HXX9                          0  0 o
A5HXY0                          1  0 i12-27o
A5HXY1                          0  Y n8-19c26/27o
A5HXY2                          1  0 o6-24i
A5HXY3                          0  0 o
A5HXY4                          4  0 i21-42o272-302i323-350o362-385i
A5HXY6                          0  0 o
A5HXY7                          1  0 o12-35i
A5HXY8                          0  0 o
A5HXY9                          1  0 o6-24i
A5HXZ0                          4  0 o6-23i35-55o75-95i107-140o
A5HXZ1                          0  0 o
A5HXZ3                          4  0 i93-114o134-154i166-186o192-216i
A5HXZ4                          0  0 o
A5HXZ5                          0  0 o
A5HXZ7                          0  0 o
A5HXZ8                          0  0 o
A5HY01                          0  0 o
A5HY02                          0  0 o
A5HY03                          0  0 o
A5HY04                          1  0 i7-27o
A5HY05                          0  0 o
A5HY06                          0  0 o
A5HY07                          0  0 i
A5HY08                          0  0 o
A5HY09                          0  0 o
A5HY10                          0  0 o
A5HY11                          0  0 o
A5HY12                          0  0 o
A5HY13                          0  0 o
A5HY14                          0  0 o
A5HY18                          2  0 i12-31o43-60i
A5HY19                          4  0 i306-328o348-367i379-409o429-454i
A5HY20                         10  0 i12-30o42-62i82-100o120-136i148-166o186-205i217-240o272-293i305-323o335-355i
A5HY21                          0  Y n6-17c21/22o
A5HY22                          0  Y n4-15c20/21o
A5HY23                          0  Y n3-12c17/18o
A5HY24                          1  0 i7-30o
A5HY25                          0  Y n4-12c17/18o
A5HY26                          0  0 o
A5HY27                          0  0 o
A5HY29                          0  0 o
A5HY33                          4  0 i105-130o142-162i211-229o235-253i
A5HY36                          2  0 i17-35o41-60i
A5HY37                          6  0 o6-29i36-54o66-83i161-182o188-209i221-238o
A5HY39                          0  0 o
A5HY42                          0  0 o
A5HY45                          4  0 i12-31o37-56i68-89o95-114i
A5HY54                          1  0 i7-24o
A5HY56                          1  0 i12-33o
A5HY57                          0  Y n17-28c33/34o
A5HY58                          0  0 o
A5HY60                          0  0 o
A5HY61                          0  0 i
A5HY64                          0  0 i
A5HY65                          0  0 o
A5HY69                          2  0 i7-27o417-436i
A5HY70                          0  0 o
A5HY72                          0  0 o
A5HY73                          0  0 i
A5HY74                          0  0 o
A5HY75                          0  0 o
A5HY76                          0  Y n5-12c17/18o
A5HY77                          0  0 o
A5HY78                          0  0 o
A5HY80                          1  0 i9-28o
A5HY81                          6  0 i12-30o36-52i59-75o81-97i109-128o140-164i
A5HY82                          0  0 o
A5HY83                          0  0 o
A5HY84                          0  0 o
A5HY85                          0  0 o
A5HY86                          0  0 o
A5HY87                          0  0 o
A5HY88                          3  0 o6-23i30-50o56-76i
A5HY89                          0  0 o
A5HY90                          0  0 o
A5HY92                          0  0 o
A5HY94                          7  0 o6-22i34-55o67-88i95-116o136-155i167-189o195-213i
A5HY95                          0  0 o
A5HY96                          0  0 o
A5HYA0                          0  0 o
A5HYA1                          0  0 o
A5HYA4                          0  0 o
A5HYA5                          1  0 i17-36o
A5HYA7                          0  Y n18-29c33/34o
A5HYA8                          1  0 i9-28o
A5HYA9                          0  0 o
A5HYB1                          0  0 o
A5HYB2                          0  Y n6-17c21/22o
A5HYB3                          0  0 o
A5HYB4                         10  0 i21-41o47-66i78-100o106-122i129-146o158-177i207-225o256-278i290-314o334-352i
A5HYB5                          9  Y n4-14c23/24o33-53i65-86o92-113i125-142o148-165i195-216o222-240i247-267o273-291i
A5HYB6                          0  Y n8-18c25/26o
A5HYB8                          0  0 o
A5HYC8                         11  0 o6-27i39-62o74-98i118-140o160-184i196-217o237-255i275-299o305-323i335-356o362-382i
A5HYC9                          0  0 o
A5HYD0                          0  0 o
A5HYD1                          0  0 o
A5HYD2                          0  0 o
A5HYD4                          0  0 o
A5HYD6                          0  0 o
A5HYD7                          0  0 o
A5HYD8                          2  0 o6-22i195-216o
A5HYE0                          8  0 i12-31o43-65i77-99o150-178i199-218o224-242i249-272o278-306i
A5HYE3                         12  0 i23-44o50-67i104-125o131-149i161-183o203-224i245-264o284-304i336-357o363-388i408-429o441-459i
A5HYE4                          0  0 o
A5HYE5                          0  0 o
A5HYE6                          0  0 o
A5HYE7                          0  0 o
A5HYE8                          0  0 i
A5HYE9                          0  0 o
A5HYF0                          0  0 o
A5HYF1                          0  0 o
A5HYF2                          0  0 o
A5HYF3                          0  0 o
A5HYF4                          0  Y n5-16c20/21o
A5HYF5                          6  0 o6-32i44-73o85-104i125-150o156-181i201-225o
A5HYF6                          1  0 i7-25o
A5HYF9                          0  0 o
A5HYG1                          9  Y n23-34c39/40o55-85i92-113o133-151i172-195o201-220i306-322o328-347i354-375o381-399i
A5HYG2                          0  0 o
A5HYG3                          0  0 o
A5HYG4                          0  0 i
A5HYG7                          0  0 o
A5HYG8                         10  0 i21-41o61-81i114-142o162-180i206-228o234-253i286-307o536-561i596-618o624-642i
A5HYH0                         10  0 i12-37o57-79i86-105o129-151i172-192o198-220i306-324o330-350i362-380o386-406i
A5HYH2                          0  0 i
A5HYH3                          0  0 o
A5HYH4                          0  0 o
A5HYH5                          0  0 o
A5HYH6                          2  0 i72-94o100-123i
A5HYH7                          0  0 o
A5HYH8                          0  0 o
A5HYH9                          0  0 o
A5HYI0                          0  0 o
A5HYI1                         10  0 i21-44o64-86i98-115o135-158i179-199o205-227i289-307o313-332i339-370o390-413i
A5HYI3                          0  0 i
A5HYI4                          0  0 o
A5HYI5                          0  0 o
A5HYI6                          0  0 o
A5HYJ0                          2  0 o232-253i265-290o
A5HYJ1                          4  0 i21-40o46-65i85-103o115-136i
A5HYJ2                         12  Y n12-23c28/29o52-74i86-108o114-133i142-159o165-195i207-227o398-416i428-447o453-474i486-507o513-534i555-577o
A5HYJ3                          0  0 o
A5HYJ4                          0  Y n5-16c21/22o
A5HYJ5                          9  0 i26-48o91-111i123-146o152-172i184-206o226-247i275-301o321-339i346-363o
A5HYJ6                          0  0 o
A5HYJ8                          0  0 o
A5HYJ9                          0  Y n8-19c24/25o
A5HYK0                          0  0 o
A5HYK1                          0  0 o
A5HYK2                          0  0 o
A5HYK3                          0  Y n4-14c19/20o
A5HYK4                          9  0 i12-35o72-89i101-122o128-147i159-179o205-229i250-273o285-306i318-336o
A5HYK5                          9  0 i12-30o63-83i95-116o122-143i155-178o198-218i244-266o286-303i315-334o
A5HYK6                          0  0 o
A5HYK7                          6  0 i14-34o60-81i130-154o160-177i239-266o272-291i
A5HYK9                         12  0 i20-49o55-73i85-104o110-128i135-157o169-188i195-217o237-264i321-343o349-367i379-397o409-429i
A5HYL4                          0  0 o
A5HYL5                         10  0 i20-39o59-80i109-131o151-174i195-214o226-252i281-304o492-517i552-572o584-604i
A5HYL6                          0  0 o
A5HYL7                          3  Y n7-15c19/20o29-47i59-81o87-111i
A5HYL8                          7  0 o6-27i34-52o64-82i91-113o147-170i179-198o210-230i
A5HYL9                          0  Y n8-19c26/27o
A5HYM0                          0  0 o
A5HYM1                          1  0 i22-40o
A5HYM2                          0  0 o
A5HYM3                          4  Y n4-11c16/17o26-46i58-74o80-98i148-169o
A5HYM4                          5  0 o6-25i37-54o60-77i89-110o125-144i
A5HYM5                          5  0 o28-53i84-103o109-131i152-173o179-198i
A5HYM6                          0  Y n8-19c26/27o
A5HYM7                          6  0 i12-32o52-72i84-102o108-124i131-155o161-180i
A5HYM8                          0  0 o
A5HYM9                          5  0 o6-27i36-52o58-77i89-110o122-142i
A5HYN1                          5  0 o6-24i36-52o58-77i84-106o126-143i
A5HYN2                          5  0 o40-64i84-102o108-129i150-170o176-199i
A5HYN3                          0  0 i
A5HYN5                          0  0 o
A5HYN6                          0  0 o
A5HYN7                         12  0 i7-25o31-51i95-111o123-141i153-177o197-219i231-254o281-310i330-352o358-382i403-428o434-455i
A5HYN8                          0  0 o
A5HYP0                          0  0 o
A5HYP1                          0  Y n22-31c36/37o
A5HYP2                          0  0 o
A5HYP3                          0  0 o
A5HYP4                          4  0 i27-51o57-76i128-146o152-170i
A5HYP5                          1  0 i7-28o
A5HYP8                          0  Y n6-17c22/23o
A5HYP9                          0  0 o
A5HYQ0                          5  0 o6-25i46-67o87-107i163-181o193-211i
A5HYQ1                          2  0 o12-33i264-284o
A5HYQ2                          1  0 i7-23o
A5HYQ4                          0  0 o
A5HYQ5                         11  0 o6-28i40-58o96-118i125-147o169-189i196-213o233-259i287-306o318-338i350-373o379-397i
A5HYQ6                          0  0 o
A5HYQ7                         11  0 i7-24o30-49i65-83o89-108i120-140o146-166i178-201o213-232i252-271o283-301i313-333o
A5HYQ8                          6  0 i9-28o48-70i82-100o120-143i155-175o181-202i
A5HYR1                         13  0 o6-22i43-66o72-91i121-143o155-174i181-202o222-248i269-294o314-340i361-383o389-411i418-435o441-465i
A5HYR8                          0  Y n8-20c29/30o
A5HYR9                          5  0 i12-35o41-65i77-99o105-130i137-160o
A5HYS0                          1  0 i7-30o
A5HYS2                          0  Y n8-19c29/30o
A5HYS3                          0  Y n10-21c25/26o
A5HYS4                          0  Y n8-19c29/30o
A5HYS5                          0  Y n8-19c23/24o
A5HYS6                         10  0 i20-38o58-75i96-114o126-147i154-172o192-212i219-238o250-267i279-301o313-336i
A5HYS7                          0  Y n7-17c24/25o
A5HYT0                          6  0 i12-33o60-89i101-125o131-150i192-217o249-271i
A5HYT1                          0  0 o
A5HYT2                          0  0 o
A5HYT3                         12  0 i23-44o50-74i95-118o138-164i171-193o213-235i247-270o299-324i345-364o370-391i411-429o441-458i
A5HYT4                          0  Y n8-21c26/27o
A5HYT5                          0  0 o
A5HYT6                          0  0 o
A5HYU0                          0  Y n5-17c22/23o
A5HYU1                          0  0 o
A5HYU2                          6  0 i159-179o202-220i241-259o265-284i293-311o317-336i
A5HYU3                          1  Y n11-22c27/28o303-325i
A5HYU5                          2  0 o196-214i226-248o
A5HYU7                          1  0 o6-27i
A5HYU8                          0  0 o
A5HYU9                          0  0 o
A5HYV0                          0  Y n2-12c17/18o
A5HYV1                          0  0 o
A5HYV2                          0  0 i
A5HYV7                          0  Y n10-20c27/28o
A5HYV9                          0  Y n8-20c25/26o
A5HYW1                          0  0 o
A5HYW2                          0  0 o
A5HYW3                          0  0 o
A5HYW4                          0  0 o
A5HYW5                         11  Y n7-19c27/28o51-72i108-131o151-170i191-212o242-262i303-323o360-380i401-418o438-459i527-544o550-569i
A5HYW6                          2  0 o6-27i39-59o
A5HYX1                          0  0 o
A5HYX2                          0  0 i
A5HYX3                          0  0 o
A5HYX4                          0  0 o
A5HYX5                          0  0 o
A5HYX6                          0  0 o
A5HYX8                          9  0 o6-29i38-58o70-87i108-126o157-176i196-213o219-238i250-271o277-300i
A5HYX9                          1  0 i9-28o
A5HYY3                          0  0 o
A5HYY4                          0  0 o
A5HYY5                          1  0 o18-39i
A5HYY6                          0  0 o
A5HYY7                          0  0 o
A5HYY8                          0  Y n8-19c27/28o
A5HYY9                          3  0 o16-37i49-74o181-202i
A5HYZ0                          0  Y n6-17c22/23o
A5HYZ1                          2  0 i12-37o43-67i
A5HYZ2                          0  0 o
A5HYZ7                          0  Y n10-21c26/27o
A5HYZ9                          8  0 i9-25o31-50i57-77o83-103i160-178o209-232i244-271o283-304i
A5HZ00                          0  0 o
A5HZ01                          0  0 o
A5HZ02                          0  0 o
A5HZ03                          5  0 i109-130o136-153i160-181o187-208i229-250o
A5HZ04                          5  0 o6-22i27-45o51-68i80-98o118-137i
A5HZ05                          0  0 o
A5HZ06                          0  Y n8-19c24/25o
A5HZ07                          1  Y n14-24c32/33o194-217i
A5HZ08                          1  Y n12-24c32/33o193-211i
A5HZ09                          0  0 o
A5HZ10                          3  0 o6-29i45-63o69-84i
A5HZ11                          5  0 i12-29o41-65i77-96o102-126i138-162o
A5HZ12                          0  0 o
A5HZ13                          0  0 o
A5HZ14                          4  0 i12-34o46-64i85-105o125-146i
A5HZ15                          0  0 o
A5HZ18                          0  0 o
A5HZ19                          5  0 i12-32o52-70i77-95o107-126i155-179o
A5HZ20                          0  0 o
A5HZ21                          0  0 o
A5HZ24                          0  0 o
A5HZ25                          0  0 o
A5HZ26                          0  0 o
A5HZ27                          0  0 o
A5HZ28                          0  0 o
A5HZ29                          1  0 i17-38o
A5HZ30                          1  0 i7-25o
A5HZ31                          0  0 i
A5HZ32                          0  0 i
A5HZ33                          0  0 o
A5HZ34                          0  0 o
A5HZ35                          6  0 i7-27o39-59i71-96o116-134i146-168o180-203i
A5HZ36                          6  0 o6-26i58-77o89-118i139-162o174-193i205-234o
A5HZ37                          0  0 o
A5HZ38                          5  Y n28-38c43/44o184-206i227-250o262-283i295-314o349-371i
A5HZ39                          6  0 i21-39o186-205i226-251o263-285i294-313o348-368i
A5HZ40                          5  0 i12-31o51-70i90-113o133-155i176-199o
A5HZ41                          0  0 o
A5HZ42                         10  0 o6-25i32-48o54-75i96-114o181-200i233-264o284-306i318-343o363-392i404-428o
A5HZ43                          1  0 o245-263i
A5HZ45                          0  0 o
A5HZ47                          0  0 o
A5HZ50                          0  0 o
A5HZ51                          0  0 o
A5HZ52                          0  0 o
A5HZ53                          2  0 o20-41i291-313o
A5HZ54                          0  0 o
A5HZ57                          0  0 o
A5HZ58                          0  0 o
A5HZ61                          0  0 i
A5HZ62                          0  0 o
A5HZ63                          0  0 i
A5HZ64                          0  0 o
A5HZ65                          0  0 o
A5HZ66                          0  0 o
A5HZ67                          1  0 o15-46i
A5HZ68                         13  0 o40-59i66-89o109-134i146-164o170-191i212-232o252-272i284-303o309-327i348-368o374-396i408-427o433-451i
A5HZ69                          1  0 o6-24i
A5HZ70                          0  0 o
A5HZ71                          3  0 o6-25i37-56o62-84i
A5HZ72                         12  0 i12-34o46-64i94-119o125-144i156-176o196-218i230-251o271-297i326-342o354-378i390-409o415-433i
A5HZ73                         12  0 i12-34o46-66i87-114o126-146i158-177o197-219i231-252o272-298i328-346o352-379i391-410o416-434i
A5HZ74                          0  0 o
A5HZ75                          0  Y n10-21c25/26o
A5HZ77                          5  0 i7-29o78-100i107-128o134-152i159-176o
A5HZ78                          5  0 i7-28o48-69i76-99o111-131i143-171o
A5HZ79                          0  0 o
A5HZ80                          0  0 o
A5HZ82                          2  0 i7-32o44-68i
A5HZ83                          0  Y n3-14c19/20o
A5HZ84                          0  0 o
A5HZ85                          6  0 i12-33o53-75i95-119o139-162i174-207o227-251i
A5HZ87                          5  0 o6-25i37-56o68-87i94-113o125-144i
A5HZ88                          0  0 o
A5HZ89                          0  0 o
A5HZ90                          0  0 o
A5HZ91                          1  0 o12-31i
A5HZ92                          1  0 o6-24i
A5HZ93                          0  Y n4-15c20/21o
A5HZ94                          0  0 o
A5HZ95                         13  Y n4-15c22/23o78-99i130-155o167-187i194-213o225-245i250-269o289-309i329-350o370-392i422-445o451-472i479-500o512-532i
A5HZ96                          4  0 i7-26o32-49i54-70o82-98i
A5HZ97                          2  0 i12-31o280-302i
A5HZA0                          7  0 o24-45i57-76o82-100i105-123o129-145i157-177o183-205i
A5HZA1                          0  0 o
A5HZA2                          0  0 o
A5HZA3                          0  0 o
A5HZA4                          0  0 o
A5HZA5                          6  0 i12-35o41-62i92-114o134-158i170-190o226-247i
A5HZA7                          6  0 i45-70o98-122i134-157o186-204i236-258o286-306i
A5HZA9                          0  0 o
A5HZB0                          8  0 i7-28o40-61i73-99o151-169i190-212o224-245i332-350o356-382i
A5HZB1                          0  Y n9-19c24/25o
A5HZB2                          0  0 o
A5HZB3                          0  0 o
A5HZB4                          0  0 i
A5HZB5                         10  0 i12-34o40-59i71-93o99-118i139-160o176-196i217-237o243-263i270-289o301-318i
A5HZB6                          0  0 o
A5HZB7                          0  0 o
A5HZB9                          0  0 o
A5HZC0                          0  Y n11-19c23/24o
A5HZC1                          0  0 i
A5HZC2                          0  0 i
A5HZC3                          1  0 o15-35i
A5HZC4                          0  0 o
A5HZC5                          0  0 o
A5HZC6                          0  0 o
A5HZC7                          6  0 i20-44o56-76i130-153o159-177i245-265o271-291i
A5HZC8                          0  Y n4-16c21/22o
A5HZC9                          0  0 o
A5HZD0                          9  Y n19-30c38/39o253-275i296-321o341-360i387-405o417-443i464-484o691-717i738-762o782-802i
A5HZD1                          0  0 o
A5HZD2                          0  0 i
A5HZD3                          0  0 o
A5HZD4                          0  0 o
A5HZD5                          2  0 o6-25i32-53o
A5HZD6                          1  0 o6-26i
A5HZD8                          0  0 o
A5HZE0                          1  0 i21-44o
A5HZE2                          0  0 o
A5HZE3                          2  0 i121-138o144-164i
A5HZE4                          0  0 o
A5HZE5                          4  0 i7-26o32-50i57-74o80-97i
A5HZE6                          0  0 o
A5HZE7                          8  0 i23-46o66-84i104-131o137-156i168-192o198-218i225-247o267-292i
A5HZE8                          1  0 i103-125o
A5HZE9                          0  Y n5-16c24/25o
A5HZF0                          0  Y n5-15c23/24o
A5HZF3                          0  Y n8-18c23/24o
A5HZF6                          7  Y n8-19c37/38o61-82i89-119o131-152i172-191o203-224i261-282o302-324i
A5HZF7                          0  0 o
A5HZG0                          0  0 o
A5HZG1                          0  0 o
A5HZG2                          6  0 i12-33o53-72i123-147o153-173i241-259o265-286i
A5HZG3                          0  0 o
A5HZG4                          1  0 o161-179i
A5HZG5                          0  0 o
A5HZG6                          0  0 o
A5HZG7                          0  0 o
A5HZG8                          0  0 o
A5HZG9                          0  0 o
A5HZH0                          0  0 o
A5HZH1                          0  0 o
A5HZH2                          1  0 i21-40o
A5HZH3                          0  0 o
A5HZH4                          0  0 o
A5HZH5                          0  0 i
A5HZH6                          0  0 o
A5HZH7                          0  0 i
A5HZH8                          3  0 o6-32i63-81o87-106i
A5HZH9                          2  0 o6-26i38-70o
A5HZI0                          0  0 o
A5HZI1                          0  0 i
A5HZI2                          0  0 o
A5HZI3                          0  0 o
A5HZI4                          0  0 o
A5HZI5                          0  Y n3-14c19/20o
A5HZI7                          0  0 o
A5HZI8                          0  0 i
A5HZI9                         14  0 i16-40o52-72i84-103o109-130i142-166o172-193i205-223o229-252i273-296o308-328i337-355o361-378i399-423o443-468i
A5HZJ0                          0  0 o
A5HZJ1                          0  0 o
A5HZJ2                          0  0 o
A5HZJ3                          0  0 o
A5HZJ4                          1  0 i7-26o
A5HZJ5                          0  0 o
A5HZJ7                          0  0 o
A5HZJ8                         10  0 i114-134o140-161i173-193o205-225i237-259o279-299i320-339o351-369i381-403o423-446i
A5HZJ9                          0  0 o
A5HZK0                          0  0 o
A5HZK1                          0  0 i
A5HZK2                          0  0 o
A5HZK3                          0  0 o
A5HZK4                          3  0 o12-31i43-67o79-108i
A5HZK6                          0  0 o
A5HZK7                          1  0 i222-240o
A5HZK8                          0  Y n14-24c29/30o
A5HZK9                          0  0 o
A5HZL0                          0  0 o
A5HZL1                          9  0 o6-25i37-55o61-79i86-104o124-150i170-192o198-219i231-249o255-272i
A5HZL2                          0  0 o
A5HZL3                          0  Y n4-15c20/21o
A5HZL4                          0  0 o
A5HZL5                          0  0 o
A5HZL6                          1  0 i56-73o
A5HZL7                          0  0 o
A5HZM0                          0  0 o
A5HZM2                          0  0 o
A5HZM3                          0  0 o
A5HZM4                          0  0 i
A5HZM5                          0  0 o
A5HZM7                          0  0 i
A5HZM8                          0  0 o
A5HZN0                         10  0 i21-39o74-94i106-125o131-152i164-182o188-205i212-231o251-278i290-315o321-339i
A5HZN1                          9  0 i21-43o71-91i103-121o127-152i164-186o206-225i255-280o292-311i323-341o
A5HZN2                          0  0 o
A5HZN4                          0  0 o
A5HZN5                          0  Y n15-23c28/29o
A5HZN7                          1  0 o12-30i
A5HZN8                          0  0 o
A5HZP5                          0  0 o
